('2006-9-11', 34.00, 'Botteghino', 'D', 2, 13, 1),
('2015-11-16', 42.00, 'Botteghino', 'D', 8, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'F', 2, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'C', 4, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'A', 8, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'A', 8, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'B', 1, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'D', 4, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'C', 8, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'B', 6, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'D', 2, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'F', 3, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'B', 3, 6, 236),
('2015-11-16', 42.00, 'Botteghino', 'E', 9, 6, 236),
('2010-3-8', 43.00, 'Botteghino', 'D', 6, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'A', 6, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'B', 4, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'B', 6, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'D', 6, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'D', 5, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'D', 4, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'F', 5, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'F', 3, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'A', 5, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'A', 8, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'D', 3, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'D', 6, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'C', 4, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'C', 2, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'E', 3, 2, 237),
('2010-3-8', 43.00, 'Prenotato', 'A', 6, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'C', 9, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'F', 9, 2, 237),
('2010-3-8', 43.00, 'Botteghino', 'A', 5, 2, 237),
('2003-9-25', 43.00, 'Botteghino', 'F', 5, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'C', 7, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'B', 8, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'B', 1, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'E', 7, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'A', 5, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'F', 4, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'D', 8, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'C', 9, 13, 238),
('2003-9-25', 43.00, 'Prenotato', 'C', 3, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'C', 8, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'E', 6, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'D', 2, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'C', 9, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'A', 5, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'A', 9, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'E', 3, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'F', 9, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'F', 8, 13, 238),
('2003-9-25', 43.00, 'Botteghino', 'B', 8, 13, 238),
('2012-1-29', 47.00, 'Botteghino', 'F', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'E', 1, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'F', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'B', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'F', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'E', 1, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'D', 3, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'F', 9, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'D', 4, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'D', 4, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'F', 1, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'E', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'D', 9, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'A', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'A', 1, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'F', 9, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'B', 6, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'B', 8, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'C', 3, 4, 239),
('2012-1-29', 47.00, 'Botteghino', 'D', 4, 4, 239),
('2004-9-9', 32.00, 'Botteghino', 'D', 5, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'C', 3, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'A', 2, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'D', 1, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'E', 7, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'E', 3, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'A', 6, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'B', 9, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'D', 6, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'F', 4, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'B', 2, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'B', 2, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'D', 3, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'A', 6, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'C', 3, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'A', 5, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'A', 8, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'E', 7, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'F', 8, 10, 240),
('2004-9-9', 32.00, 'Botteghino', 'E', 2, 10, 240),
('2004-10-24', 46.00, 'Botteghino', 'C', 1, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 4, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'C', 4, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'E', 4, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 8, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'D', 1, 7, 241),
('2004-10-24', 46.00, 'Online', 'F', 7, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 8, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'C', 7, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 9, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 7, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 8, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'A', 2, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'E', 4, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'E', 2, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'F', 9, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'E', 5, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'D', 2, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'E', 8, 7, 241),
('2004-10-24', 46.00, 'Botteghino', 'C', 6, 7, 241),
('2021-1-28', 34.00, 'Botteghino', 'D', 2, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'D', 8, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'F', 6, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'E', 2, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'F', 7, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'F', 8, 10, 242),
('2021-1-28', 34.00, 'Online', 'A', 6, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'E', 6, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'E', 7, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'F', 3, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'A', 5, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'B', 1, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'A', 7, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'D', 6, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'A', 2, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'F', 9, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'E', 4, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'C', 3, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'E', 2, 10, 242),
('2021-1-28', 34.00, 'Botteghino', 'A', 8, 10, 242),
('2022-3-28', 33.00, 'Botteghino', 'E', 7, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'C', 1, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'D', 3, 7, 243),
('2022-3-28', 33.00, 'Prenotato', 'A', 9, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 7, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'B', 9, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 3, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 9, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 3, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 3, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 8, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 6, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 8, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 6, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 9, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 9, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'C', 6, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 6, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'A', 8, 7, 243),
('2022-3-28', 33.00, 'Botteghino', 'F', 6, 7, 243),
('2004-8-6', 30.00, 'Botteghino', 'B', 8, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'D', 9, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'E', 3, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'A', 5, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'A', 3, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'F', 7, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'B', 2, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'D', 9, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'D', 5, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'B', 4, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'A', 9, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'D', 7, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'F', 5, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'E', 9, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'E', 9, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'D', 5, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'B', 4, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'E', 2, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'E', 8, 15, 244),
('2004-8-6', 30.00, 'Botteghino', 'B', 6, 15, 244),
('2010-1-21', 50.00, 'Botteghino', 'D', 5, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'D', 1, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'A', 8, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'F', 8, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'A', 3, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'E', 4, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'F', 9, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'F', 5, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'A', 9, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'B', 2, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'C', 6, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'F', 9, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'E', 1, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'A', 7, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'C', 7, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'D', 6, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'F', 5, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'C', 5, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'B', 9, 8, 245),
('2010-1-21', 50.00, 'Botteghino', 'D', 5, 8, 245),
('2014-7-22', 43.00, 'Botteghino', 'F', 5, 14, 246),
('2014-7-22', 43.00, 'Prenotato', 'F', 9, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'E', 7, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'B', 4, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'D', 4, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'B', 8, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'E', 8, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'D', 4, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'F', 8, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'D', 4, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'A', 6, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'D', 6, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'A', 1, 14, 246),
('2014-7-22', 43.00, 'Prenotato', 'F', 3, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'B', 4, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'C', 9, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'E', 8, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'F', 9, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'C', 7, 14, 246),
('2014-7-22', 43.00, 'Botteghino', 'D', 9, 14, 246),
('2015-5-26', 39.00, 'Botteghino', 'F', 7, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'A', 9, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'D', 3, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'E', 2, 15, 247),
('2015-5-26', 39.00, 'Online', 'D', 6, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'F', 5, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'E', 5, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'A', 7, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'A', 3, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'B', 9, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'E', 6, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'F', 3, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'A', 5, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'E', 6, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'B', 9, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'A', 2, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'C', 7, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'B', 4, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'D', 6, 15, 247),
('2015-5-26', 39.00, 'Botteghino', 'A', 7, 15, 247),
('2013-2-10', 50.00, 'Botteghino', 'F', 8, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'D', 3, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'F', 2, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'D', 4, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'F', 8, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'F', 3, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'C', 8, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'C', 3, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'F', 2, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'F', 1, 5, 248),
('2013-2-10', 50.00, 'Online', 'B', 3, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'A', 9, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'D', 2, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'F', 3, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'C', 1, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'B', 1, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'E', 6, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'E', 8, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'C', 8, 5, 248),
('2013-2-10', 50.00, 'Botteghino', 'B', 8, 5, 248),
('2009-2-26', 33.00, 'Botteghino', 'F', 8, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'E', 8, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 7, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 7, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'C', 4, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 9, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 7, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 5, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'B', 3, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 9, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'B', 5, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'D', 7, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 1, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'F', 2, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'D', 4, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'F', 6, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'A', 3, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'E', 6, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'F', 2, 11, 249),
('2009-2-26', 33.00, 'Botteghino', 'F', 3, 11, 249),
('2014-11-4', 43.00, 'Botteghino', 'F', 6, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'C', 8, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'E', 2, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'D', 7, 5, 250),
('2014-11-4', 43.00, 'Prenotato', 'B', 1, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'A', 3, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'F', 3, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'C', 2, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'A', 3, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'A', 1, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'D', 6, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'A', 4, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'C', 4, 5, 250),
('2014-11-4', 43.00, 'Prenotato', 'F', 1, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'B', 9, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'C', 9, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'F', 2, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'B', 1, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'F', 3, 5, 250),
('2014-11-4', 43.00, 'Botteghino', 'F', 1, 5, 250),
('2009-12-30', 49.00, 'Botteghino', 'B', 7, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'A', 2, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'F', 8, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'C', 2, 7, 251),
('2009-12-30', 49.00, 'Prenotato', 'B', 6, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'B', 7, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'E', 5, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'E', 1, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'D', 3, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'A', 5, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'F', 9, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'A', 1, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'D', 8, 7, 251),
('2009-12-30', 49.00, 'Online', 'A', 7, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'D', 9, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'F', 7, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'B', 9, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'E', 9, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'B', 9, 7, 251),
('2009-12-30', 49.00, 'Botteghino', 'C', 4, 7, 251),
('2004-10-28', 46.00, 'Botteghino', 'A', 3, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'B', 2, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'E', 7, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'C', 2, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'E', 6, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'B', 1, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'A', 7, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'E', 3, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'B', 8, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'F', 8, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'A', 3, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'F', 2, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'B', 9, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'B', 3, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'C', 4, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'F', 1, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'F', 7, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'E', 4, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'E', 9, 3, 252),
('2004-10-28', 46.00, 'Botteghino', 'F', 4, 3, 252),
('2002-11-20', 32.00, 'Botteghino', 'C', 6, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'B', 8, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'D', 9, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'A', 9, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'A', 5, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'E', 6, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'A', 5, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'D', 6, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'D', 7, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'D', 5, 4, 253),
('2002-11-20', 32.00, 'Prenotato', 'C', 2, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'F', 8, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'B', 7, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'B', 5, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'F', 7, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'B', 3, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'F', 5, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'D', 2, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'A', 6, 4, 253),
('2002-11-20', 32.00, 'Botteghino', 'B', 2, 4, 253),
('2010-7-8', 30.00, 'Botteghino', 'C', 3, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 7, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'B', 3, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 2, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 8, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'C', 4, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'E', 3, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 8, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 8, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'E', 4, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 7, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'E', 2, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 4, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'B', 7, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'B', 2, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'F', 7, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'F', 7, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'A', 7, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'C', 6, 5, 254),
('2010-7-8', 30.00, 'Botteghino', 'F', 7, 5, 254),
('2017-11-28', 38.00, 'Botteghino', 'F', 9, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'E', 4, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'F', 4, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'C', 1, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'B', 7, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'A', 3, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'C', 8, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'B', 3, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'E', 1, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'B', 6, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'D', 5, 2, 255),
('2017-11-28', 38.00, 'Online', 'E', 3, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'A', 8, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'C', 9, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'C', 4, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'C', 6, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'E', 4, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'D', 6, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'F', 5, 2, 255),
('2017-11-28', 38.00, 'Botteghino', 'A', 1, 2, 255),
('2013-1-29', 43.00, 'Botteghino', 'B', 5, 15, 256),
('2013-1-29', 43.00, 'Botteghino', 'E', 7, 15, 256),
('2013-1-29', 43.00, 'Botteghino', 'B', 6, 15, 256),
('2013-1-29', 43.00, 'Botteghino', 'B', 5, 15, 256),
('2013-1-29', 43.00, 'Botteghino', 'E', 7, 15, 256),
('2013-1-29', 43.00, 'Botteghino', 'C', 1, 15, 256),
