('2019-7-5', 30.00, 'Prenotato', 'B', 7, 14, 1),
('2019-10-30', 50.00, 'Botteghino', 'D', 8, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'C', 9, 1, 209),
('2019-10-30', 50.00, 'Online', 'B', 4, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'E', 3, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'E', 7, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'C', 2, 1, 209),
('2019-10-30', 50.00, 'Online', 'D', 4, 1, 209),
('2019-10-30', 50.00, 'Prenotato', 'D', 3, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'E', 9, 1, 209),
('2019-10-30', 50.00, 'Online', 'C', 3, 1, 209),
('2019-10-30', 50.00, 'Prenotato', 'A', 5, 1, 209),
('2019-10-30', 50.00, 'Prenotato', 'E', 6, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'C', 4, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'A', 1, 1, 209),
('2019-10-30', 50.00, 'Online', 'E', 4, 1, 209),
('2019-10-30', 50.00, 'Prenotato', 'B', 4, 1, 209),
('2019-10-30', 50.00, 'Online', 'F', 5, 1, 209),
('2019-10-30', 50.00, 'Botteghino', 'A', 3, 1, 209),
('2019-10-30', 50.00, 'Online', 'F', 1, 1, 209),
('2004-11-3', 33.00, 'Online', 'B', 4, 2, 210),
('2004-11-3', 33.00, 'Online', 'D', 2, 2, 210),
('2004-11-3', 33.00, 'Botteghino', 'C', 3, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'D', 4, 2, 210),
('2004-11-3', 33.00, 'Online', 'E', 5, 2, 210),
('2004-11-3', 33.00, 'Botteghino', 'B', 1, 2, 210),
('2004-11-3', 33.00, 'Botteghino', 'E', 2, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'B', 9, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'F', 8, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'E', 5, 2, 210),
('2004-11-3', 33.00, 'Online', 'B', 3, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'F', 6, 2, 210),
('2004-11-3', 33.00, 'Online', 'B', 9, 2, 210),
('2004-11-3', 33.00, 'Online', 'A', 8, 2, 210),
('2004-11-3', 33.00, 'Online', 'D', 9, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'E', 6, 2, 210),
('2004-11-3', 33.00, 'Online', 'F', 1, 2, 210),
('2004-11-3', 33.00, 'Botteghino', 'B', 2, 2, 210),
('2004-11-3', 33.00, 'Prenotato', 'A', 3, 2, 210),
('2004-11-3', 33.00, 'Botteghino', 'E', 4, 2, 210),
('2014-3-19', 41.00, 'Botteghino', 'F', 6, 2, 211),
('2014-3-19', 41.00, 'Online', 'D', 6, 2, 211),
('2014-3-19', 41.00, 'Online', 'D', 6, 2, 211),
('2014-3-19', 41.00, 'Online', 'D', 7, 2, 211),
('2014-3-19', 41.00, 'Online', 'B', 8, 2, 211),
('2014-3-19', 41.00, 'Botteghino', 'C', 8, 2, 211),
('2014-3-19', 41.00, 'Prenotato', 'A', 3, 2, 211),
('2014-3-19', 41.00, 'Online', 'D', 3, 2, 211),
('2014-3-19', 41.00, 'Online', 'A', 4, 2, 211),
('2014-3-19', 41.00, 'Online', 'B', 4, 2, 211),
('2014-3-19', 41.00, 'Botteghino', 'E', 8, 2, 211),
('2014-3-19', 41.00, 'Prenotato', 'D', 9, 2, 211),
('2014-3-19', 41.00, 'Online', 'C', 3, 2, 211),
('2014-3-19', 41.00, 'Botteghino', 'B', 4, 2, 211),
('2014-3-19', 41.00, 'Prenotato', 'D', 5, 2, 211),
('2014-3-19', 41.00, 'Botteghino', 'F', 9, 2, 211),
('2014-3-19', 41.00, 'Botteghino', 'E', 3, 2, 211),
('2014-3-19', 41.00, 'Botteghino', 'C', 7, 2, 211),
('2014-3-19', 41.00, 'Prenotato', 'D', 1, 2, 211),
('2014-3-19', 41.00, 'Online', 'F', 7, 2, 211),
('2016-9-29', 43.00, 'Prenotato', 'D', 7, 8, 212),
('2016-9-29', 43.00, 'Online', 'E', 8, 8, 212),
('2016-9-29', 43.00, 'Online', 'E', 4, 8, 212),
('2016-9-29', 43.00, 'Prenotato', 'A', 6, 8, 212),
('2016-9-29', 43.00, 'Botteghino', 'D', 3, 8, 212),
('2016-9-29', 43.00, 'Online', 'E', 8, 8, 212),
('2016-9-29', 43.00, 'Botteghino', 'D', 7, 8, 212),
('2016-9-29', 43.00, 'Prenotato', 'A', 4, 8, 212),
('2016-9-29', 43.00, 'Botteghino', 'A', 2, 8, 212),
('2016-9-29', 43.00, 'Prenotato', 'F', 8, 8, 212),
('2016-9-29', 43.00, 'Botteghino', 'E', 5, 8, 212),
('2016-9-29', 43.00, 'Online', 'C', 8, 8, 212),
('2016-9-29', 43.00, 'Prenotato', 'B', 6, 8, 212),
('2016-9-29', 43.00, 'Prenotato', 'B', 5, 8, 212),
('2016-9-29', 43.00, 'Prenotato', 'F', 5, 8, 212),
('2016-9-29', 43.00, 'Online', 'D', 5, 8, 212),
('2016-9-29', 43.00, 'Botteghino', 'B', 2, 8, 212),
('2016-9-29', 43.00, 'Online', 'D', 8, 8, 212),
('2016-9-29', 43.00, 'Online', 'D', 2, 8, 212),
('2016-9-29', 43.00, 'Online', 'B', 6, 8, 212),
('2017-10-25', 41.00, 'Online', 'B', 7, 3, 213),
('2017-10-25', 41.00, 'Botteghino', 'D', 4, 3, 213),
('2017-10-25', 41.00, 'Online', 'A', 5, 3, 213),
('2017-10-25', 41.00, 'Online', 'B', 7, 3, 213),
('2017-10-25', 41.00, 'Prenotato', 'A', 8, 3, 213),
('2017-10-25', 41.00, 'Prenotato', 'A', 9, 3, 213),
('2017-10-25', 41.00, 'Prenotato', 'F', 5, 3, 213),
('2017-10-25', 41.00, 'Online', 'D', 5, 3, 213),
('2017-10-25', 41.00, 'Prenotato', 'C', 7, 3, 213),
('2017-10-25', 41.00, 'Prenotato', 'C', 2, 3, 213),
('2017-10-25', 41.00, 'Online', 'A', 1, 3, 213),
('2017-10-25', 41.00, 'Online', 'A', 7, 3, 213),
('2017-10-25', 41.00, 'Online', 'B', 7, 3, 213),
('2017-10-25', 41.00, 'Online', 'F', 3, 3, 213),
('2017-10-25', 41.00, 'Online', 'E', 3, 3, 213),
('2017-10-25', 41.00, 'Botteghino', 'D', 8, 3, 213),
('2017-10-25', 41.00, 'Online', 'E', 6, 3, 213),
('2017-10-25', 41.00, 'Botteghino', 'B', 9, 3, 213),
('2017-10-25', 41.00, 'Botteghino', 'F', 3, 3, 213),
('2017-10-25', 41.00, 'Botteghino', 'C', 3, 3, 213),
('2010-6-27', 40.00, 'Botteghino', 'B', 5, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'E', 7, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'C', 3, 6, 214),
('2010-6-27', 40.00, 'Prenotato', 'A', 4, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'A', 6, 6, 214),
('2010-6-27', 40.00, 'Prenotato', 'B', 3, 6, 214),
('2010-6-27', 40.00, 'Online', 'B', 7, 6, 214),
('2010-6-27', 40.00, 'Prenotato', 'F', 8, 6, 214),
('2010-6-27', 40.00, 'Online', 'D', 1, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'F', 7, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'A', 9, 6, 214),
('2010-6-27', 40.00, 'Online', 'A', 7, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'F', 3, 6, 214),
('2010-6-27', 40.00, 'Online', 'F', 2, 6, 214),
('2010-6-27', 40.00, 'Online', 'B', 8, 6, 214),
('2010-6-27', 40.00, 'Botteghino', 'D', 9, 6, 214),
('2010-6-27', 40.00, 'Prenotato', 'E', 6, 6, 214),
('2010-6-27', 40.00, 'Online', 'D', 2, 6, 214),
('2010-6-27', 40.00, 'Online', 'C', 3, 6, 214),
('2010-6-27', 40.00, 'Online', 'C', 5, 6, 214),
('2007-1-2', 44.00, 'Prenotato', 'D', 5, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'B', 9, 9, 215),
('2007-1-2', 44.00, 'Online', 'D', 5, 9, 215),
('2007-1-2', 44.00, 'Online', 'B', 3, 9, 215),
('2007-1-2', 44.00, 'Online', 'C', 8, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'B', 3, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'F', 2, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'C', 4, 9, 215),
('2007-1-2', 44.00, 'Online', 'D', 3, 9, 215),
('2007-1-2', 44.00, 'Online', 'B', 1, 9, 215),
('2007-1-2', 44.00, 'Online', 'C', 9, 9, 215),
('2007-1-2', 44.00, 'Online', 'D', 5, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'D', 8, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'E', 5, 9, 215),
('2007-1-2', 44.00, 'Online', 'D', 5, 9, 215),
('2007-1-2', 44.00, 'Online', 'D', 1, 9, 215),
('2007-1-2', 44.00, 'Online', 'B', 1, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'B', 3, 9, 215),
('2007-1-2', 44.00, 'Botteghino', 'F', 1, 9, 215),
('2007-1-2', 44.00, 'Online', 'C', 1, 9, 215),
('2017-3-7', 35.00, 'Botteghino', 'D', 6, 8, 216),
('2017-3-7', 35.00, 'Botteghino', 'E', 4, 8, 216),
('2017-3-7', 35.00, 'Online', 'D', 8, 8, 216),
('2017-3-7', 35.00, 'Online', 'C', 8, 8, 216),
('2017-3-7', 35.00, 'Prenotato', 'D', 1, 8, 216),
('2017-3-7', 35.00, 'Botteghino', 'F', 4, 8, 216),
('2017-3-7', 35.00, 'Online', 'E', 7, 8, 216),
('2017-3-7', 35.00, 'Botteghino', 'E', 4, 8, 216),
('2017-3-7', 35.00, 'Botteghino', 'C', 1, 8, 216),
('2017-3-7', 35.00, 'Prenotato', 'D', 6, 8, 216),
('2017-3-7', 35.00, 'Online', 'D', 2, 8, 216),
('2017-3-7', 35.00, 'Prenotato', 'C', 2, 8, 216),
('2017-3-7', 35.00, 'Botteghino', 'B', 2, 8, 216),
('2017-3-7', 35.00, 'Online', 'C', 9, 8, 216),
('2017-3-7', 35.00, 'Prenotato', 'D', 6, 8, 216),
('2017-3-7', 35.00, 'Prenotato', 'A', 9, 8, 216),
('2017-3-7', 35.00, 'Online', 'E', 2, 8, 216),
('2017-3-7', 35.00, 'Online', 'F', 2, 8, 216),
('2017-3-7', 35.00, 'Online', 'E', 2, 8, 216),
('2017-3-7', 35.00, 'Online', 'E', 2, 8, 216),
('2011-2-27', 38.00, 'Botteghino', 'A', 9, 4, 217),
('2011-2-27', 38.00, 'Prenotato', 'C', 4, 4, 217),
('2011-2-27', 38.00, 'Online', 'B', 7, 4, 217),
('2011-2-27', 38.00, 'Prenotato', 'C', 4, 4, 217),
('2011-2-27', 38.00, 'Prenotato', 'D', 6, 4, 217),
('2011-2-27', 38.00, 'Botteghino', 'E', 9, 4, 217),
('2011-2-27', 38.00, 'Online', 'E', 9, 4, 217),
('2011-2-27', 38.00, 'Online', 'D', 5, 4, 217),
('2011-2-27', 38.00, 'Online', 'C', 3, 4, 217),
('2011-2-27', 38.00, 'Online', 'E', 4, 4, 217),
('2011-2-27', 38.00, 'Online', 'E', 5, 4, 217),
('2011-2-27', 38.00, 'Botteghino', 'E', 8, 4, 217),
('2011-2-27', 38.00, 'Botteghino', 'D', 8, 4, 217),
('2011-2-27', 38.00, 'Online', 'D', 8, 4, 217),
('2011-2-27', 38.00, 'Botteghino', 'E', 3, 4, 217),
('2011-2-27', 38.00, 'Prenotato', 'F', 9, 4, 217),
('2011-2-27', 38.00, 'Online', 'A', 2, 4, 217),
('2011-2-27', 38.00, 'Botteghino', 'B', 9, 4, 217),
('2011-2-27', 38.00, 'Online', 'C', 1, 4, 217),
('2011-2-27', 38.00, 'Botteghino', 'E', 8, 4, 217),
('2004-10-11', 49.00, 'Online', 'A', 8, 3, 218),
('2004-10-11', 49.00, 'Online', 'B', 9, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'B', 2, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'F', 7, 3, 218),
('2004-10-11', 49.00, 'Botteghino', 'C', 8, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'B', 2, 3, 218),
('2004-10-11', 49.00, 'Botteghino', 'E', 2, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'C', 2, 3, 218),
('2004-10-11', 49.00, 'Online', 'A', 3, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'C', 9, 3, 218),
('2004-10-11', 49.00, 'Botteghino', 'C', 9, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'A', 6, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'E', 1, 3, 218),
('2004-10-11', 49.00, 'Botteghino', 'D', 3, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'B', 2, 3, 218),
('2004-10-11', 49.00, 'Prenotato', 'D', 5, 3, 218),
('2004-10-11', 49.00, 'Botteghino', 'A', 3, 3, 218),
('2004-10-11', 49.00, 'Online', 'B', 5, 3, 218),
('2004-10-11', 49.00, 'Online', 'C', 1, 3, 218),
('2004-10-11', 49.00, 'Botteghino', 'C', 2, 3, 218),
('2006-7-3', 44.00, 'Online', 'E', 4, 15, 219),
('2006-7-3', 44.00, 'Botteghino', 'E', 2, 15, 219),
('2006-7-3', 44.00, 'Online', 'F', 2, 15, 219),
('2006-7-3', 44.00, 'Online', 'C', 9, 15, 219),
('2006-7-3', 44.00, 'Online', 'D', 2, 15, 219),
('2006-7-3', 44.00, 'Online', 'E', 4, 15, 219),
('2006-7-3', 44.00, 'Online', 'B', 1, 15, 219),
('2006-7-3', 44.00, 'Online', 'C', 4, 15, 219),
('2006-7-3', 44.00, 'Botteghino', 'E', 5, 15, 219),
('2006-7-3', 44.00, 'Prenotato', 'D', 6, 15, 219),
('2006-7-3', 44.00, 'Online', 'C', 4, 15, 219),
('2006-7-3', 44.00, 'Online', 'D', 1, 15, 219),
('2006-7-3', 44.00, 'Botteghino', 'E', 8, 15, 219),
('2006-7-3', 44.00, 'Online', 'A', 3, 15, 219),
('2006-7-3', 44.00, 'Prenotato', 'A', 1, 15, 219),
('2006-7-3', 44.00, 'Prenotato', 'E', 5, 15, 219),
('2006-7-3', 44.00, 'Prenotato', 'D', 2, 15, 219),
('2006-7-3', 44.00, 'Prenotato', 'B', 5, 15, 219),
('2006-7-3', 44.00, 'Botteghino', 'E', 6, 15, 219),
('2006-7-3', 44.00, 'Botteghino', 'D', 9, 15, 219),
('2017-9-16', 37.00, 'Online', 'A', 2, 12, 220),
('2017-9-16', 37.00, 'Online', 'D', 2, 12, 220),
('2017-9-16', 37.00, 'Online', 'E', 1, 12, 220),
('2017-9-16', 37.00, 'Online', 'A', 1, 12, 220),
('2017-9-16', 37.00, 'Online', 'F', 9, 12, 220),
('2017-9-16', 37.00, 'Botteghino', 'E', 1, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'B', 6, 12, 220),
('2017-9-16', 37.00, 'Online', 'D', 4, 12, 220),
('2017-9-16', 37.00, 'Botteghino', 'E', 9, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'D', 4, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'A', 9, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'B', 2, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'D', 5, 12, 220),
('2017-9-16', 37.00, 'Botteghino', 'E', 4, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'A', 5, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'D', 3, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'C', 9, 12, 220),
('2017-9-16', 37.00, 'Prenotato', 'D', 8, 12, 220),
('2017-9-16', 37.00, 'Online', 'F', 7, 12, 220),
('2017-9-16', 37.00, 'Botteghino', 'A', 4, 12, 220),
('2011-11-8', 33.00, 'Online', 'D', 5, 1, 221),
('2011-11-8', 33.00, 'Prenotato', 'B', 4, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'D', 6, 1, 221),
('2011-11-8', 33.00, 'Online', 'B', 2, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'F', 9, 1, 221),
('2011-11-8', 33.00, 'Online', 'E', 2, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'F', 4, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'B', 3, 1, 221),
('2011-11-8', 33.00, 'Online', 'B', 7, 1, 221),
('2011-11-8', 33.00, 'Prenotato', 'B', 4, 1, 221),
('2011-11-8', 33.00, 'Online', 'E', 5, 1, 221),
('2011-11-8', 33.00, 'Online', 'E', 4, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'E', 7, 1, 221),
('2011-11-8', 33.00, 'Prenotato', 'F', 7, 1, 221),
('2011-11-8', 33.00, 'Online', 'C', 7, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'C', 2, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'A', 2, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'D', 5, 1, 221),
('2011-11-8', 33.00, 'Botteghino', 'B', 1, 1, 221),
('2011-11-8', 33.00, 'Online', 'D', 3, 1, 221),
('2014-11-10', 35.00, 'Prenotato', 'F', 1, 15, 222),
('2014-11-10', 35.00, 'Online', 'F', 2, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'C', 1, 15, 222),
('2014-11-10', 35.00, 'Online', 'F', 9, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'E', 2, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'F', 2, 15, 222),
('2014-11-10', 35.00, 'Online', 'E', 4, 15, 222),
('2014-11-10', 35.00, 'Botteghino', 'E', 4, 15, 222),
('2014-11-10', 35.00, 'Botteghino', 'D', 4, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'E', 1, 15, 222),
('2014-11-10', 35.00, 'Online', 'C', 2, 15, 222),
('2014-11-10', 35.00, 'Online', 'A', 6, 15, 222),
('2014-11-10', 35.00, 'Online', 'E', 2, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'A', 1, 15, 222),
('2014-11-10', 35.00, 'Online', 'F', 1, 15, 222),
('2014-11-10', 35.00, 'Online', 'A', 9, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'C', 5, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'C', 6, 15, 222),
('2014-11-10', 35.00, 'Online', 'E', 5, 15, 222),
('2014-11-10', 35.00, 'Prenotato', 'F', 2, 15, 222),
('2002-6-16', 44.00, 'Botteghino', 'A', 2, 12, 223),
('2002-6-16', 44.00, 'Prenotato', 'B', 8, 12, 223),
('2002-6-16', 44.00, 'Prenotato', 'A', 5, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'D', 2, 12, 223),
('2002-6-16', 44.00, 'Online', 'E', 7, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'D', 1, 12, 223),
('2002-6-16', 44.00, 'Online', 'F', 6, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'F', 2, 12, 223),
('2002-6-16', 44.00, 'Prenotato', 'B', 4, 12, 223),
('2002-6-16', 44.00, 'Prenotato', 'E', 1, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'F', 5, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'E', 4, 12, 223),
('2002-6-16', 44.00, 'Prenotato', 'B', 5, 12, 223),
('2002-6-16', 44.00, 'Online', 'E', 9, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'C', 1, 12, 223),
('2002-6-16', 44.00, 'Online', 'C', 7, 12, 223),
('2002-6-16', 44.00, 'Online', 'F', 3, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'E', 2, 12, 223),
('2002-6-16', 44.00, 'Prenotato', 'F', 7, 12, 223),
('2002-6-16', 44.00, 'Botteghino', 'B', 3, 12, 223),
('2013-5-8', 32.00, 'Prenotato', 'B', 3, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'F', 2, 11, 224),
('2013-5-8', 32.00, 'Online', 'A', 7, 11, 224),
('2013-5-8', 32.00, 'Online', 'E', 9, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'F', 7, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'F', 7, 11, 224),
('2013-5-8', 32.00, 'Online', 'F', 9, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'E', 4, 11, 224),
('2013-5-8', 32.00, 'Online', 'C', 1, 11, 224),
('2013-5-8', 32.00, 'Botteghino', 'F', 9, 11, 224),
('2013-5-8', 32.00, 'Online', 'A', 5, 11, 224),
('2013-5-8', 32.00, 'Online', 'C', 3, 11, 224),
('2013-5-8', 32.00, 'Botteghino', 'C', 8, 11, 224),
('2013-5-8', 32.00, 'Botteghino', 'C', 2, 11, 224),
('2013-5-8', 32.00, 'Botteghino', 'E', 7, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'B', 5, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'E', 1, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'B', 6, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'A', 3, 11, 224),
('2013-5-8', 32.00, 'Prenotato', 'F', 5, 11, 224),
('2006-5-22', 40.00, 'Online', 'A', 9, 15, 225),
('2006-5-22', 40.00, 'Online', 'B', 6, 15, 225),
('2006-5-22', 40.00, 'Botteghino', 'A', 3, 15, 225),
('2006-5-22', 40.00, 'Online', 'F', 6, 15, 225),
('2006-5-22', 40.00, 'Online', 'C', 4, 15, 225),
('2006-5-22', 40.00, 'Botteghino', 'D', 8, 15, 225),
('2006-5-22', 40.00, 'Prenotato', 'B', 5, 15, 225),
('2006-5-22', 40.00, 'Online', 'E', 9, 15, 225),
('2006-5-22', 40.00, 'Prenotato', 'C', 3, 15, 225),
('2006-5-22', 40.00, 'Online', 'A', 1, 15, 225),
('2006-5-22', 40.00, 'Online', 'D', 5, 15, 225),
('2006-5-22', 40.00, 'Prenotato', 'B', 4, 15, 225),
('2006-5-22', 40.00, 'Botteghino', 'B', 2, 15, 225),
('2006-5-22', 40.00, 'Prenotato', 'B', 9, 15, 225),
('2006-5-22', 40.00, 'Online', 'D', 9, 15, 225),
('2006-5-22', 40.00, 'Online', 'B', 3, 15, 225),
('2006-5-22', 40.00, 'Online', 'D', 7, 15, 225),
('2006-5-22', 40.00, 'Prenotato', 'A', 1, 15, 225),
('2006-5-22', 40.00, 'Botteghino', 'A', 7, 15, 225),
('2006-5-22', 40.00, 'Botteghino', 'E', 8, 15, 225),
('2010-10-10', 48.00, 'Botteghino', 'F', 2, 1, 226),
('2010-10-10', 48.00, 'Online', 'D', 7, 1, 226),
('2010-10-10', 48.00, 'Online', 'E', 3, 1, 226),
('2010-10-10', 48.00, 'Prenotato', 'C', 2, 1, 226),
('2010-10-10', 48.00, 'Online', 'A', 4, 1, 226),
('2010-10-10', 48.00, 'Botteghino', 'C', 8, 1, 226),
('2010-10-10', 48.00, 'Online', 'E', 5, 1, 226),
('2010-10-10', 48.00, 'Prenotato', 'F', 2, 1, 226),
('2010-10-10', 48.00, 'Prenotato', 'D', 4, 1, 226),
('2010-10-10', 48.00, 'Online', 'B', 9, 1, 226),
('2010-10-10', 48.00, 'Online', 'A', 6, 1, 226),
('2010-10-10', 48.00, 'Online', 'B', 6, 1, 226),
('2010-10-10', 48.00, 'Online', 'C', 7, 1, 226),
('2010-10-10', 48.00, 'Online', 'C', 2, 1, 226),
('2010-10-10', 48.00, 'Online', 'B', 1, 1, 226),
('2010-10-10', 48.00, 'Prenotato', 'E', 8, 1, 226),
('2010-10-10', 48.00, 'Prenotato', 'C', 4, 1, 226),
('2010-10-10', 48.00, 'Prenotato', 'A', 9, 1, 226),
('2010-10-10', 48.00, 'Online', 'F', 5, 1, 226),
('2010-10-10', 48.00, 'Online', 'A', 2, 1, 226),
('2020-4-3', 41.00, 'Online', 'E', 8, 13, 227),
('2020-4-3', 41.00, 'Prenotato', 'A', 5, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'B', 5, 13, 227),
('2020-4-3', 41.00, 'Prenotato', 'D', 8, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'D', 9, 13, 227),
('2020-4-3', 41.00, 'Prenotato', 'E', 8, 13, 227),
('2020-4-3', 41.00, 'Online', 'B', 3, 13, 227),
('2020-4-3', 41.00, 'Prenotato', 'E', 5, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'B', 6, 13, 227),
('2020-4-3', 41.00, 'Online', 'C', 6, 13, 227),
('2020-4-3', 41.00, 'Online', 'D', 7, 13, 227),
('2020-4-3', 41.00, 'Online', 'A', 7, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'E', 8, 13, 227),
('2020-4-3', 41.00, 'Online', 'F', 6, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'C', 9, 13, 227),
('2020-4-3', 41.00, 'Prenotato', 'A', 1, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'B', 9, 13, 227),
('2020-4-3', 41.00, 'Botteghino', 'D', 1, 13, 227),
('2020-4-3', 41.00, 'Prenotato', 'D', 1, 13, 227),
('2020-4-3', 41.00, 'Online', 'B', 6, 13, 227),
('2002-1-15', 43.00, 'Online', 'B', 8, 1, 228),
('2002-1-15', 43.00, 'Botteghino', 'B', 7, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'F', 6, 1, 228),
('2002-1-15', 43.00, 'Online', 'C', 6, 1, 228),
('2002-1-15', 43.00, 'Online', 'A', 5, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'A', 4, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'B', 5, 1, 228),
('2002-1-15', 43.00, 'Online', 'D', 6, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'B', 2, 1, 228),
('2002-1-15', 43.00, 'Botteghino', 'E', 8, 1, 228),
('2002-1-15', 43.00, 'Online', 'B', 5, 1, 228),
('2002-1-15', 43.00, 'Botteghino', 'B', 2, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'A', 8, 1, 228),
('2002-1-15', 43.00, 'Online', 'C', 2, 1, 228),
('2002-1-15', 43.00, 'Online', 'D', 2, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'F', 6, 1, 228),
('2002-1-15', 43.00, 'Botteghino', 'E', 9, 1, 228),
('2002-1-15', 43.00, 'Online', 'C', 4, 1, 228),
('2002-1-15', 43.00, 'Prenotato', 'E', 2, 1, 228),
('2002-1-15', 43.00, 'Online', 'E', 1, 1, 228),
('2009-2-3', 44.00, 'Online', 'D', 7, 6, 229),
('2009-2-3', 44.00, 'Online', 'C', 8, 6, 229),
('2009-2-3', 44.00, 'Prenotato', 'A', 7, 6, 229),
('2009-2-3', 44.00, 'Online', 'A', 4, 6, 229),
('2009-2-3', 44.00, 'Prenotato', 'E', 7, 6, 229),
('2009-2-3', 44.00, 'Prenotato', 'F', 3, 6, 229),
('2009-2-3', 44.00, 'Prenotato', 'E', 7, 6, 229),
('2009-2-3', 44.00, 'Prenotato', 'A', 3, 6, 229),
('2009-2-3', 44.00, 'Botteghino', 'F', 6, 6, 229),
('2009-2-3', 44.00, 'Online', 'C', 4, 6, 229),
('2009-2-3', 44.00, 'Botteghino', 'F', 1, 6, 229),
('2009-2-3', 44.00, 'Botteghino', 'C', 3, 6, 229),
('2009-2-3', 44.00, 'Online', 'D', 9, 6, 229),
('2009-2-3', 44.00, 'Prenotato', 'B', 3, 6, 229),
